titulos,companias
Auxiliar Administrativo de logística foránea,FERREPAT SA CV
atencion a clientes y ventas,Steve Madden
Asistente de oficina,HUMAN CONSULTING S.A
"Analista de Gestión de Sistemas ISO 9001, 14001 y 45001",DIERH TALENTO HUMANO
ALMACENISTA,EMMSA
Verificador de Almacén Zona SUR Rolar los 3 turnos,GEPP
RECEPCIONISTA ADMINISTRATIVA,ABYC
Op Cajero Tehuacán Reforma Suc 4447,Citi
SUPERVISOR DE CALIDAD,POPUS S.A. DE C.V.
Sistemas/Soporte Tecnologico,COPPEL
Basculista,CENTRO DE ACOPIO PUEBLA
Auxiliar de mostrador (paqueteria y mensajeria) - medio tiem...,UPS PUEBLA
Auxiliar Administrativo Sin Experiencia,RECRUIT STAFF SA DE CV
manejo básico de facebook (realizar campañas de publicidad),H BOX
INVESTIGADOR DE CAMPO,SECRETARIA DE SEGURIDAD Y PROTECCIÓN CIUDADANA
Material Planner,DRÄXLMAIER Group
Gerente de Operaciones Puebla,Azul 40 S.A de C.V.
POLICÍA DEL SERVICIO DE PROTECCIÓN FEDERAL,SERVICIO DE PROTECCIÓN FEDERAL
GERENTE DE VENTAS DE GALLETA,GALLETERA LA ITALIANA SA DE CV
LIDER DE LINEA DE PRODUCCION,ASI. ASESORIA EN RECURSOS HUMANOS
Auditor obra,COPPEL
Administrador General,Grupo Inmobiliario España
MESERO,COSTEÑITO SUCURSAL Parque Puebla
Coordinador de Proteccion,CSCP FEMSA
Caja,Corporativo Teleton
Ayudante General,FT&HS Enginnering Services SA de CV
Recepcionista,FUELCO
Técnicos en Gestión y Análisis Geográficos,Grupo Eypo
Coordinador de Compras,Pyramida
Gerente de Servicio Automotriz,FE Capital Humano Empresa
INTENDENTE,SECRETARIA DE SEGURIDAD Y PROTECCIÓN CIUDADANA
RECEPCIONISTA,SUPREMACIA
por temporada navideña,MULTICONT
Atención al cliente en mostrador zona CAPU,Empeño Facil
Recepcionista,Psycom Solución de Negocio S de RL de CV
Jefe de Turno,INDUSTRIAS MAQUIN S.A DE C.V
Ayudante de cocinero,rockandwok
Compras Mayoreo,Reciclacentro
Supervisor de Producción,ZUUM
Analista de Control de Calidad,ADHESIVOS SAN CRUZ S.A DE C.V
Auxiliar de tráfico y logística,PUEBLA LOGISTICS
"AUXILIAR DE CONTROL GUBERNAMENTAL- $10,000 PESOS MENSUALES",Seguritec Transporte de Valores S.A. de C.V
Recepcionista y atención al cliente,Talento Humano en la Red
Analista de Atención al Cliente Postventa,KAVAK Careers
AUXILIAR ADMINISTRATIVO,SOPORI
Production Supervisor,Stanley Black & Decker
Representante médico,Laboratorio Sanki Mayor
Auxiliar Recursos Humanos,SEMIN SIGLO XXI S.A. DE C.V.
Administrador de Condominio,GSE
SCIENTIST ASSISTANT,Johnson & Johnson Family of Companies
Atención a clientes,Centro de Negocios Avanti
Recepcionista / Auxiliar Administrativo,"CLUB CAMPESTRE EL CRISTO, A.C."
Lic./Ing. En Sistemas,MODEL ART SPA
Supervisor de Operaciones ZONA CUAUTLANCINGO,Inimkapital
Coordinador de Marketing,H BOX
Analista de Estudios Socioeconómicos,GRUPO TALENTI
Subgerente de Tienda,Officemax Mexico
Auxiliar Administrativo,Congo Shop Online
Supervisor de Almacén,HERA APPAREL SA DE CV
JEFE DE OPERACIONES ( CEDIS /LOGISTICA ),P.R- Calidad Integral SC
Gerente Operativo Administrativo,Grupo Supercarga
Encargado de Estación de Servicio,Bp. Estación el Batán S.A de C.V
SECRETARIA DE RECURSOS HUAMANOS SIN EXPERIENCIA,EL REFRAN SA DE CV
encargado de almacen,Acqua Nova
ASISTENTE,DAUTEC
Asistente de Dirección General (temas operativos),Add Valant
Auxiliar Administrativo,GUADALUPE AVILES AGUNDEZ
Administrador de Flotilla Vehicular - Aeropuerto de Puebla,Arrendadora de Autos con Alcance Internacional
despachador de combustible,Tracusa La Ruta Del Sol S.A De C.V
Vendedor de tienda en Plaza Angelopolis,LOB FOOTWEAR (josue.gomez@lobfw.com.mx)
MONTACARGUISTA,PELZER DE MÉXICO
ALMACENISTA,VEANA
DRP- CAMP - Cajero CEE Virtual 8836 Candelaria,Citi
Supervisor de Postventa,KAVAK Careers
Implant Generalista de Recursos Humanos,Inimkapital
Asistente Administrativo,Posdata Soluciones Integrales S.A. de C.V.
"Encargado de almacén de telas ($15,000 LIBRES)",BY MENTORING
RECEPCIONISTA (RAMO INMOBILIARIO),CIMIENTA DESARROLLADORES
Jefe de Almacén,Pyramida
Guía polivalente,ACUARIO MICHIN
LIDER DE PRODUCCIÓN- ROLAR TURNOS,GRUPO LUIN S DE RL DE CV
inspector de calidad,GALVANIZADORA DE ESTRUCTURA DE FRONTERA S.A DE C.V
Técnico de Calidad,Textiles Puebla
Supervisor de Autoservicios,COSMIC SA DE CV
SUPERVISOR ZONAL DE SUCURSALES/TIENDAS ZONA PUEBLA,Bumeran
CAJERO ANFITRIÓN,PlayCity Casino Puebla
AE - Sales Associate - 30 Hours - Mexico,American Eagle Outfitters
SUPERVISOR DE SEGURIDAD E HIGIENE,GALLETERA LA ITALIANA SA DE CV
Cognos,RHpuntoNet
Encargado de almacén,Conalum
Asesor en inglés $9300 con/sin experiencia,dyc sa
Organizador de Almacén y Empaque para envíos,Hobbees
JEFE DE PISO DE TIENDA DE AUTOSERVICIO PUEBLA,LA EUROPEA MEXICO
Promotor de ventas/con o sin exp./ desde $1599 semanales(v),Cuatro cero cinco Totalplay
Mensajero motociclista - Tlanepantla,Consultora de reclutamiento
ASESOR DE CRÉDITO GRUPAL,AVANZA TU NEGICIO
chófer de camioneta - reparto de abarrotes,ABARROTES SAHUAYO
Repartidor Motociclista,Farmacias del Ahorro
CHOFER REPARTIDOR DE MATERIALES DE CONSTRUCCION,EMMSA
Ventas de Mostrador-Telemarketing,FUNHEDI S. A. de C. V.
GESTOR / A DE COBRANZA,TE CREEMOS ADMINISTRACION Y SERVICIOS
Ayudante de Montaje Eléctrico,AR MECHATRONICS SERVICES S.A. DE C.V
Asesor/ a de ventas / Contratación inmediata - pagos semanal...,Cuatro cero cinco
COORDINADOR DE OPERACIONES EN EL GIRO DE SEGURIDAD PRIVADA.,GUARDIAS BARI S.A. DE C.V
CAJERO/A UNICO/A,Scotiabank
Auxiliar Administrativo,MAYIMEX
Auxiliar de Almacén,MONLOG
CAJERO/A UNICO EVE (tapachula chiapas),Scotiabank
ENCARGADO DE DEPOSITO,GRUPO PECUARIO SAN ANTONIO S.A. DE C.V.
Recepcionista / Auxiliar Administrativo,NOTARIA PUBLICA 193
Vendedor de Medicamentos - Tapachula,Levic
Jefe Administrativo,VEGA CONSULTORÍA
DIRECTOR ADMINISTRATIVO,RH Express
Hostess recepcionista,Buró Laboral
Gerente Administrativo - Comercial,RH Express
Supervisor de ventas al detalle,BARCEL S.A. DE C.V
Responsable de Primera Entrevista Integral de Protección CBI,RET INTERNATIONAL
EJECUTIVO DE CREDITO Y COBRANZA,FINPAIS SA. DE CV.
Supervisor de Producción,Bayer
PILOTO AVIADOR,GOVAER S.A. DE C.V.
AUXILIAR CONTABLE,Buró Laboral
Jefe de cajas,RH Express
LIMPIEZA,Despacho de Contadores y Abogados
Asesor Jurídico Inmobiliario,VEGA CONSULTORÍA
Coordinador de Almacen,MUNDO TERRA
GERENTE DE TIENDA / TUXTLA CENTRO,SUPER MAYOREO NATURISTA S.A DE C.V
Experto Técnico,TechPeople
sop tec,avintek
JEFE DE PRODUCCION,IDEALSA
Gerente General,Rueda Mágica Comitán
MVZ/Biólogo. Vendedor multifuncional. Tuxtla,Petco
Vendedor y cajero - Temporada Alta,Mitzu
SUPERVISOR DE OPERACIONES Y VENTAS,AUTOBUSES AEXA TUXTLA
Almacenista,AGROINDUSTRIA SA DE CV
SUPERVISORA TIENDA ROPA Y TELÉFONIA,PUNTO AZUL DEL SURESTE TELCEL
JEFE DE ALMACEN Y LOGISTICA,TOSTITADAS
"Encargado de Tienda (Cobertores) Suc. Tuxtla, Centro",COLAP S.A. DE C.V.
ventas y atencion al cliente,Universidad Salazar
Auxiliar Administrativo Contable,VEGA CONSULTORÍA
Auxiliar Contable,Universidad IEXPRO
Auxiliar Administrativa,PURIFICADORA DE AGUA
ALMACEN SAN CRISTOBAL DE LAS CASAS,BAFAR ALIMENTOS DIVISIÓN CARNEMART
SUPERVISOR DE BODEGA,FERRETERÍA TAPACHULA
"Banquero/a Personal (Comitán, Chiapas)",BBVA
Asesor Comercial,COA INTERNACIONAL
Vendedor Chiapas,LAVORE
Cajero Vendedor,S.A. DE C.V.
ayudante de almacen,FERRETUBOS S.A. DE C.V.
ENCARGADO DE ALMACEN,BURO LABORAL CONVICSION EMPRESARIAL
GERENTE DE TIENDA,"FERRETERIA TAPACHULA, S.A. DE C.V."
Monitorista GPS,TRANSPORTES LIBERTAD
Gerente Jurídico Chiapas,Bumeran
JEFE DE SISTEMAS INFORMATICOS,TOSTITADAS SUCURSAL ORIENTE
Ejecutivo de Reclutamiento y Selección,Tactical Support
ALMACENISTA,Buró Laboral
Vendedor de equipos moviles,BEEH SALUD
PROPSECCIÓN DIGITAL,Grupo 30 inventos
Supervisor de Obra,PREFABRICADOS DE PALENQUE SA DE C V (FYMSA)
Supervisora de cajas,Price Shoes
SUPERVISOR DE ATENCION A CLIENTES,MEGACABLE
CAJERO -TUXTLA,SUPER MAYOREO NATURISTA S.A DE C.V
GERENTE DE SUCURSAL/ TAPACHULA,PRENDARIA
GERENTE DE SUCURSAL,MICHELLE ACCESORIOS
RECEPCIONISTA DE MERCANCIA,GRANDES ALMACENES LIVERPOOL
AYUDANTE ENTREGADOR *CEDIS TAPACHULA*,GRUPO LALA
Gestor de cobranza en Tuxtla,Creiclub
AYUDANTE GENERAL,CONSORCIO LAMAT TRAMO 1
Gestor Administrativo,TO CASH ASOCIADOS S.A. DE C.V.
Jefe de producción.,Agroindustrias de Mapastepec SA de CV
auxiliar de ventas,FERRETUBOS S.A. DE C.V.
Ejecutivas de Ventas,INVERCAP
ASISTENTE TECNICO,silsa chiapas
Auxiliar de Compras,GRUPO FERREMEX
Supervisor de Seguridad Vial transporte terrestre,Solistica
Laboratorista de Análisis Microbiológicos,VEGA CONSULTORÍA
Auxiliar Administrativo,CIMA INTELIGENCIA EMPRESARIAL
Vendedor Fines de Semana,S. A. de C. V
Chi Operador Cajero Ocozoutla Sirh 61,Citi
Gestor De Calidad y Servicio,EMPOWERMENT QUALITY CONSULTING
Jefe de almacén,American cotton sa de cv
Vendedor de tienda en Galerías Tapachula,LOB FOOTWEAR (josue.gomez@lobfw.com.mx)
SUBGERENTE,ELECZION
MENSAJERO ADMINISTRATIVO,CHRYSLER TAPACHULA
Auxiliar de compras y almacén,CHAPAPLAY SA DE CV
Promotor de Créditos,Reclutando T
ASESOR FINANCIERO y COBRANZA Junior,Construyendo Vínculos de Capital Humano
"Recepcionista de hotel, cubre turnos",Hotel Casa Azabache
Ejecutivo de Cuentas / Comisionista,"Centro de Educación, Capacitación, Desarrollo y Ev..."
ASESOR DE VENTAS ´POR INTERNET,CERAMICA Y MATERIALES CONTINENTAL SAPI DE CV
Community Manager,VEGA CONSULTORÍA
EJECUTIVO DE CALL CENTER,EUROCENTRO DE IDIOMAS
AUXILIAR DE ALMACEN,SAHUAYO
asesor de credito,Financiera Contigo
Sub Encargado Tienda Frontera Comalapa - Con Experiencia en...,SUPER WILLYS SA DE CV
MESERA,HOLIDAY INN
promotor clínico instrumentista,Randstad
TECNICO INSTALADOR HUIXTLA,MEGACABLE
DEMOVENDEDORA SECTOR AUTOMOTRIZ - MAZDA TUXTLA GUTIERREZ,Liqui Moly Mexico
Chofer de Reparto Foráneo / Tuxtla Gtz.,HEX
AFANADOR,BODEGA AURRERA CARRETERA VILLAFLORES UNIDAD 3304
VENDEDORA,SABRITAS
CAJERO VENDEDOR DE FARMACIAS,FARMACIAS UNION
ASESOR DE CREDITO,ALTERNATIVA DEL SUR
RECIBIDOR DE MERCANCIA,CHEDRAUI
VENDEDORA,MICHELLE ACCESORIOS
Operador Cajero Virtual Ocozocoutla,Citi
cheff/repostero,Buró Laboral
PROMOTOR DE TARJETAS DE CREDITO,Evolution
COCINERO,RESTAURANTE MAYA
MECANICO,AGUA PURIFICADORA CRISTAL TUXTLA
ESPECIALISTA DE CRÉDITO,TE CREEMOS
VIGILANTE,ABARROTES PITICO
AUXILIAR DE PANADERIA,BISQUET DE OBREGON
AUXILIAR DE VENTAS,BOTANAS Y FRITURAS DE LOS ALTOS
EJECUTIVO DE VENTAS MEGAMOVIL SR,MEGACABLE
ASESOR DE VENTAS,NETWEY
OPERADOR VENDEDOR,PURIFICADORA DE AGUA
promotor financiero,Logipack
TECNICO EN VENTAS,CIMA CONSULTORIA ORGANIZACIONAL
VENDEDOR DE ABARROTES,CHEDRAUI
TECNICOS EN REPARACION DE ATM EXPERIENCIA NECESARIA,RED RING
PROMOTOR DE VENTAS EN CAMPO,MEGA SHOES
GUARDIA DE SEGURIDAD,SEGURIDAD ELECTRONICA Y FISICA BUNKER
AUXILIAR DE COCINA,SANATORIO ULLOA HIDALGO
AUXILIAR DE LIMPIEZA,BISQUET DE OBREGON
VENDEDOR DE FRUTAS Y VERDURAS,CHEDRAUI
CAJERO EXCLUSIVAMENTE PARA PERSONA CON DISCAPACIDAD,BODEGA AURRERA
Guardia de Seguridad Privada,RN CHIAPAS
REPARTIDOR CHOFER VENDEDOR TGZ CHIS,PUNTO AZUL DEL SURESTE TELCEL
Asesor Financiero,Logipack
REPARTIDOR EN MOTOCICLETA,ECOTONER
REPARTIDOR EN MOTOCICLETA,FARMACIAS DEL AHORRO TUXTLA
OPERADOR DE REVOLVEDORA,CEMEX OPERACIONES MÉXICO
Gestor de Cobranza Mapastepec,Banco Azteca
chofer de portatil,VENDO GAS S.A. DE C.V.
PROMOTOR DE VENTAS,MEGACABLE
DEMOVENDEDORA SECTOR AUTOMOTRIZ - FORD TUXTLA GUTIERREZ,Liqui Moly Mexico
ASESORES FINANCIEROS-COMITAN-LUNES A VIERNES!,Kondinero
CHOFER VENDEDOR,GAS COM S A DE C V
Gestor de cobranza con Moto propia,Financiera Independencia
Chofer / Operador de Reparto FORÁNEO Huixtla,HEX
mesero vendedor,GRUPO 500 NOCHES
Call Center Agent/Customer Service,Everyone's Family Dental
Tutor Educativo (Maestr@),Grupo Ezquadra
Analista de Datos,Electrica Diaz
Gerente de Producción,INTEGRA RH
DATA ENTRY,"IND Consulting / Piedra Cerúlea, S.C."
AUXILIAR ADMINISTRATIVO CONTABLE,Tecnicentro Royal SA de CV
MFG & PROCESS TECHNICIAN I,TE Connectivity
AUXILIAR ADMINISTRATIVO,CREMERIA DEL YAQUI
COORDINADOR FUNDACION ALTA,VIÑEDOS ALTA SAPI SA DE CV
QLTY & RELIABILITY TECHNICIAN IV,TE Connectivity
ADMINISTRADOR DE CEDIS,SAN ANTONIO ICO
ENCARGADO DE TURNO,POWER GAS SA DE CV
Jefe de Sistemas,AVANZA Personal
Analista administrativo,Adecco
Coordinador de Regulación,Supergas / Windstar
Jefe de almacenes,"BDH Baterías Distribuciones de Hermosillo, S.A. de..."
SUBGERENTE DE VENTAS,EMPRESAS HV
Accounting Services Analyst I,Conduent
RECEPCIONISTA,LABORATORIO SONORA LABS
Supervisor de Seguridad Industrial,SIT TELECOMUNICACIONES S DE RL MI
OFICIAL EN PREVENCIÓN PENITENCIARIO,PREVENCIÓN Y READAPTACIÓN SOCIAL
Facturación y Atención al Cliente,AMBSIL S.A. DE C.V.
Supervisor/a Electoral y Capacitador/a Asistente Electoral,Instituto Nacional Electoral
Retail Coordinator,FedEx Express LAC
Supervisor de Seguridad Patrimonial,INTEGRA RH
Gerente de Operaciones,NRW CHEMIE MEXICANA S DE RL DE CV
Lider de Proyecto Limpieza y Mantenimiento,SODEXO MEXICO SERVICIOS DE PERSONAL
ENCARGADO PARA CENTRO DE MONITOREO,VIÑEDOS ALTA SAPI SA DE CV
Analista de producción,GEPP
AUXILIAR DE MONITOREO Y VERIFICACIÓN,INSTITUTO NACIONAL ELECTORAL
Asesor Personalizado,Telcel
SUPERVISOR DE OPERACIONES HERMOSILLO,Talento Humano
SUPERVISOR DE RECIBO,SERVICIOS ADMINISTRATIVOS OFFICE DEPOT S.A. DE C.V...
ASESOR INTEGRAL RECURSOS HUMANOS JR,CEMEX
Promotor Social (Visitas domiciliarias casa por casa),Programa de Apoyo de Beneficio Social
Entrenado de Produccion (Granjas de Puercos),Norson
Supervisor Operaciones,VSH Seguridad Privada
Facturista y Atención a Clientes Hermosillo,ECOCLIMAS
Jefe de Almacén,Electrica Diaz
GERENTE AGRÍCOLA,EXCELENCIA EN DESARROLLO HUMANO
AUDITORA ADMINISTRATIVA,EBP010520CN5
Supervisor de embarques,BMG Human Capital
Supervisor de Produccion,JUMBOLON DE MEXICO
COMPRADOR,XPRESS INDUSTRIAL S DE RL DE CV
Jefe Administrativo-Tienda Soriana,TIENDAS SORIANA
GERENTE DE SUCURSAL,FUNDACION RAFAEL DONDE IAP
Gerente Comercial,Interceramic
Técnico Laboratorista,Cemex
JEFE DE CAMPO,Agricola SonorG
SUPERVISOR DE MANUFACTURA DE ALIMENTOS,DISTRIBUIDORA E IMPORTADORA ALSEA SA DE CV
COMPRADOR,AGROCIR S.A DE C.V
Electromecanico prensas mtto,Magna International Inc.
Coordinación de Recursos Humanos,HERMOSILLO EMPRESARIAL A.C.
CITAS DE SERVICIO,NISSAUTO SONORA SA DE CV
AUXILIAR DE ALMAEN,TICSA EPM
Encargado de almacén,PROEASY SOLUCION TOTAL SAPI DE CV
REPRESENTANTE DE VENTAS CON ENTRENAMIENTO A SUBGERENCIA,EMPRESAS HV
Gerente Administrativo,NLB headhunting
Cajero Bancario - Nogales,HSBC MEXICO
MANUFACTURING TECHNICIAN I,TE Connectivity
Coordinador de Operaciones,TRANS MEX INC. SA DE CV.
Técnico de Servicio Mínima Invasion,Grupo Vitalmex
ASISTENTE DE ATENCIÓN A TALLERES,AUTO ZONE DE MEXICO
Operaciones Internas,IPLAS SA DE CV
SUPV I PRODUCTION,TE Connectivity
Recepcionista - Turno rotativo,Cirsa Gaming Corporation
ASISTENTE BILINGUE,VIÑEDOS ALTA SAPI SA DE CV
Tool Maker,Avent S de RL de CV
ASESOR COMERCIAL,EMPRESAS HV
LIDER DE LINEA,UTC FIRE & SECURITY MEXICO
COMUNICACIÓN ORGANIZACIONAL,VIÑEDOS ALTA SAPI SA DE CV
CAJERA,QUALIPORK SA DE CV
AUDITOR INTERNO - INDUSTRIAL,Liset Felix HeadHunter
Técnico de producción,Cemex
CHOFER ADMINISTRATIVO,COPPEL
Asistente de Dirección,GRUPO ALTA
Gerente de Finanzas,Derex Desarrollo Residencial
Production Supervisor,ABB
COORDINADOR DE TRAFICO,TRANS MEX INC. SA DE CV.
INNOVACIÓN Y DESARROLLO,VIÑEDOS ALTA SAPI SA DE CV
SUPERVISOR DE SUPERMERCADO,LA CACHARAMBA SPR DE RL
Gerente General,VOLKSWAGEN
Supervisor de puntos de venta,Telcel
ENCARGADA DE CARTERA,ALIMENTOS SOLES SA DE CV
Project Manager,Galt Energy SAPI de CV
LIDER DE BUENAS PRACTICAS,Norson Alimentos
GERENTE COMERCIAL DE VENTAS,ECODELI COMERCIAL S.A. DE C.V
ENCARGADO DE RIEGOS,HOLDING GAB
EJECUTIVO DE VENTA DIRECTA,EMPRESAS HV
Cartera,LT&COVARRUBIAS
Coordinador de Proyectos,Intugo Call Center
Generalista de Recursos Humanos - Experiencia indispensable...,AT Engine
Supervisor de Distribución,Abarrotera Sahuayo Hermosillo
Capturista de datos,Gaso Comunicaciones
VENDEDOR,XPRESS INDUSTRIAL S DE RL DE CV
AUXILIAR LIMPIEZA,WOOLWORTH PLAZA SENDERO
REPRESENTANTE DE VENTAS,EMPRESAS HV
OPERADOR DE PRODUCCIÓN,QUALYPLAST SA DE CV
Asesora de Ventas Medio Tiempo Por Incapacidad Sucursal Send...,TODOMODA
OPERADOR DE PRODUCCIÓN,SONORA S PLAN
AUXILIAR DE PISO,SUPER DEL NORTE
Promotor de autoservicios,GRUPO PISA
asesor de ventas,405 SA DE CV
MENSAJERO MOTOCICLISTA,"SCM, S.A de C.V"
Promotor Mercaderista,COGNOS MKT
Técnico Mecánico de Gasolina / Electeomecánico,"Montacargas y Aditamentos Hidráulicos, S.A. de C.V..."
AUXILIAR DE ÁREA DE PRE LAVADO,AUTOLAVADO TORMENTA
CHOFER SURTIDOR,COLIMAN CD. OBREGON
GUARDIA DE SEGURIDAD,SHIELD SEGURIDAD PRIVADA.
Asesor de Ventas Elektra,Elektra
Asesores de ventas en campo Guaymas,NETWEY
repartidor en motocicleta,GRUPO YOREME
Product Development Sr. Engineer,Oferta confidencial
PROMOTOR DE CREDITO,CONTRATOS Y SERVICIOS PF. NOGALES
AUXILIAR DE LIMPIEZA,SUBURBIA OBREGON
DESPACHADOR DE GAS,EBP010520CN5
ASESOR DE VENTAS EN INGLÉS,VANGTEL
GUARDIA DE SEGURIDAD,VANGTEL
COBRADOR EN MOTO,MEGACABLE COMUNICACIONES
Ejecutivo de ventas cambaceo,Financiera Independencia
PROMOTOR DE VENTAS TELFÓNICAS,EDER CAPITAL HUMANO S.A. DE C.V.
PROMOTOR DE VENTAS,DIFARMER S.A DE C.V
VENDEDORA DE PISO- SHASA HERMOSILLO SONORA MALL,Shasa
ASESORA DE VENTAS - SENDERO HERMOSILLO,Todomoda
COSTURERA,COSTURA EXPRESS
AUX DE ANESTESIA,INOVAMEDIK SA DE CV
promotora de autoservicio,FASA para Profesionales RRHH
Vendedor,ISA Multimedia
Asesor de crédito y cobranza de préstamo grupal en Hermosill...,Creiclub
AYUDANTE HOJALATERO,BENEFICIA
AUXILIAR DE LIMPIEZA,HL CLEAN
ELEMENTO DE SEGURIDAD,NOR SEG SERGURIDAD PUBLICA SA DE CV
CHOFER DE PIPA,EMPRESAS UNIDAS DEL YAQUI
Técnico Conservación de Mantenimiento,Kelly Services
promotor autoservicio / departamental,Grupo Map
GUARDIA DE SEGURIDAD LOCAL,MULTISISTEMAS DE SEGURIDAD DEL NOROESTE S.A DE C.V
Auxiliar de mantenimiento industrial,Kelly Services México S.A. de C.V
DETALLADOR DE AUTOS,CHEVROLET CAJEME MOTORS
SOLDADOR,TORNOS CHU URIAS
GUARDIA DE SEGURIDAD,CITY CLUB
GERENTE DE VENTAS,Kondinero
EJECUTIVO CALL CENTER - CON O SIN EXPERIENCIA,CONSORCIO DE PROMOCIONES VENTAS Y SOLUCIONES ADMINISTRATIVA S. C.
Supervisor de seguridad área eléctrica,Grupo de Ingenieria y Constructiva SC
Supervisor Almacén,Grupo Modelo
Jefe Administrativo,GRUPO LALA OPERACIONES S.A DE C.V
ASISTENTE ADMINISTRATIVO,Bumeran
OFICIAL EN PREVENCIÓN PENITENCIARIA,CEFERESO NÚM. 13 CPS OAXACA
capturista de datos,Distribuidora Ludi Sa de Cv
Supervisor Parte y Refacciones,Grupo Modelo
Jefe Administrativo,MERA CORPORATION
SUPERVISOR VENTAS DETALLE,Sigma Alimentos
Auxiliar Administrativo,LA ASUNCION
CAJERO/A,Banco Azteca
Nutrióloga por Honorarios,NUXGEN
Gerente de Cedis,GRUPO FERNANDEZ
Coordinador SAC Ixtepec (Distribución Secundaria y almacén...,GEPP
Gerente Administrativo,MERA CORPORATION
Recepcionista de tienda,Tintoreria Tacuba
"Vendedores y Cajeros Tienda Nueva en ""VILLA DE ETLA""",COPPEL
Subgerente de Tienda,OfficeMax México
Auxiliar Administrativa,H U N T I N G PRO
Administrador de Flotilla Vehicular,Arrendadora de Autos con Alcance Internacional
Encargado de Deposito Alpesur,GRUPO PECUARIO SAN ANTONIO S.A. DE C.V.
EJECUTIVO PATRIMONIAL ELITE- L A V,AFPR
Administrador de Flota Vehicular,Arrendadora de Autos con Alcance Internacional
Supervisor Cuartos Fríos,Grupo Modelo
Jefe de Recepción,Park Royal Huatulco
Auxiliar Comercial,AZ Recuperación
Trabajador (a) Social,CEDHI CONSULTORES
Generalista de Recursos Humanos,Interceramic Oaxaca
VENDEDORES,COPPEL
Supervisor Mantenimiento Envasado,Grupo Modelo
AUXILIAR ADMINISTRATIVO,Bumeran
"lic. ciencias de la educación, lic en pedagogía",cecaes
Auxiliar de Control de Calidad,INALIM COMERCIALIZADORA SA DE CV
capacitador electoral,INSTITUTO NACIONAL ELECTORAL
JEFE DE RECURSOS MATERIALES,ARAGON SOLUCIONES PUBLICITARIAS
SUPERVISOR DE SUCURSALES/TIENDAS EN OAXACA,Bumeran
Manos extra cierre de año - oaxaca,Adecco
GERENTE DE MANTENIMIENTO,COPPEL
Project Manager,Automotriz Bonn SA de CV
Auxiliar de Sistemas,MINIABASTOS
AUXILIAR DE SISTEMAS,GRUPO ANDALE
Atención a Clientes,Grupo Empresarial PM
Gerente de Inocuidad,Corporativo Brego
Comunicador,CEDHI CONSULTORES
Auxiliar de Soporte Técnico,CONSULTORÍA INNOVARH
Analista de IMSS,INTER- RENDIMIENTO EMPRESARIAL
VALUADOR MULTIFUNCIONAL,Fundación Rafael Dondé I.A.P
DECORADORA,COPPEL
GERENCIA DE RECURSOS HUMANOS,"COMIALEX, S.A. DE C.V."
Supervisor de Servicio al cliente,CONSULTORÍA INNVOARH
Responsable de Recursos Humanos,Inalim Comercializadora S.A. de C.V.
COORDINADOR DE PROYECTO ACADÉMICO,CONSULTORÍA INNOVARH
Auxiliar de almacén,IZZI TELECOM
AUXILIAR ADMINISTRATIVO,IDALIA HERNANDEZ UNDERWOOD
"Técnico de capillas - Oax, OAX",The Church of Jesus Christ of Latter-day Saints
Alta Dirección,Universidad La Salle Oaxaca
AUXILIAR DE PRODUCCION,VALORACIONES INTEGRALES
LIDER DE PLAZA DE VEHICULOS,Fundación Rafael Dondé I.A.P
ASISTENTE DE TIENDA -,American Loan Employee Services SA de CV
Residente de obra,TECNOPAVIMENTOS
administrador,ACEROS DE LA MIXTECA
ejecutivo telef`onico sin experiencia $4000 a $5000,Conceptos de Calidad y Servicio SA de CV
GERENTE DE COBRANZA,BANCO AZTECA S.A.
AGENTE DE VENTAS,COMPAÑÍA MAYORISTA DE ABARROTES SA DE CV}
Practicantes area administrativo y contable,Multidiciplinaria
Residente de Obra,Construcciones Especializadas en Alimentos Idea
GERENTE DE SERVICIO AUTOMOTRIZ,AUTOS MEXICANOS SA DE CV
ADMINISTRADOR DE INVENTARIOS,GRUPO ANDALE
Vendedor de piso farmacéutica- Oaxaca,MEDICINE DEPOT
Gerente de Sucursal,VERASA
Preventista,GEPP
Auxiliar Contable,PROYECCIONES EMPRESARIALES ESTRATEGICAS ZHEO SA DE...
COORDINADOR DE ALMACEN,PERFILES DE ANTEQUERA
Supervisor de Trafico,COMPAÑÍA MAYORISTA DE ABARROTES SA DE CV
Encargado de tienda,ARTE VISUAL MEXICANO
AUXILIAR DE COSTOS,VALORACIONES INTEGRALES
Agente de Telemarketing,Transforma
